cpu_load,ram_load,ram_kb,tokens,prompt_length,ttft_sec,stream_speed_tps
7,43,7202520,84,145,7.325609999999999,11.39129786209749
7,43,7194396,96,169,8.41751,11.374286293155642
7,43,7189232,117,198,9.860368000000001,11.796126635956409
7,43,7188476,119,210,10.144872,11.674151858152188
7,43,7188084,127,218,10.816075999999997,11.753893824393124
7,43,7190360,165,286,13.630722000000002,12.03677563231371
7,43,7187336,199,341,16.492906,11.635079472270213
7,49,7189604,26,40,3.1189000000000004,8.25501651003302
7,49,7189100,49,78,4.242238,11.35865773118925
7,49,7187332,68,115,6.518796,10.500600696128059
7,49,7188464,84,145,7.615578000000001,10.85344235013205
7,49,7189336,96,169,8.426694,11.153945359610171
7,49,7193912,117,198,10.180094,11.337615786612504
7,49,7189724,119,210,10.21675,11.618495473180314
7,49,7190764,127,218,10.803711999999999,11.727768030289038
7,49,7190168,165,286,13.719713999999998,11.969480002263321
7,49,7193408,199,341,16.590892,11.907675424293213
7,55,7189736,26,40,2.944622,8.534019556034044
7,55,7191112,49,78,4.620624000000001,10.31209882778795
7,55,7190444,68,115,6.441506,10.441971812818442
7,55,7181636,84,145,7.529078000000001,10.986941235560021
7,55,7180420,96,169,8.332244000000001,11.398825920930143
7,55,7179496,117,198,9.193740000000002,12.786493965211992
7,55,7174876,119,210,10.132084,11.65687260801464
7,55,7181956,127,218,10.950648000000001,11.42332877599482
7,55,7176648,165,286,13.956807999999999,11.7140993029046
7,55,7181136,199,341,16.36786,12.223324437128193
7,61,7181828,26,40,3.16587,8.03461063040791
7,61,7183212,49,78,4.78265,9.912246276838923
7,61,7183808,68,115,6.51565,10.146467238847839
7,61,7179140,84,145,7.230838,11.529719223885186
7,61,7180476,96,169,8.269466,11.603480077066447
7,61,7183844,117,198,10.088126000000003,11.49940438982391
7,61,7184760,119,210,10.254012000000001,11.585263155845155
7,61,7184824,127,218,10.88879,11.439936729042847
7,61,7183956,165,286,13.847790000000002,11.871545560113908
7,61,7182544,199,341,16.357724,12.164922110876848
7,67,7187488,26,40,3.0247759999999997,8.588681439198742
7,67,7185788,49,78,4.550882,10.777331532712502
7,67,7187332,68,115,6.4734,10.15449769582501
7,67,7187320,84,145,7.2972860000000015,11.48744654576585
7,67,7183028,96,169,7.34958,13.0210452644086
7,67,7181936,117,198,10.212993999999998,11.333815747029233
7,67,7180616,119,210,10.226225999999999,11.633249586970763
7,67,7175020,127,218,10.879783999999999,11.62834349211058
7,67,7183844,165,286,13.983797999999998,11.677860898982965
7,67,7184408,199,341,16.707174,11.829985863464128
7,73,7184452,26,40,2.9565879999999995,8.711034870942669
7,73,7180256,49,78,4.783782000000001,10.30177905417054
7,73,7181164,68,115,6.202804,10.746791371590858
7,73,7181636,84,145,7.241834000000001,11.552187695544843
7,73,7179524,96,169,8.042532,11.84337141306225
7,73,7180020,117,198,10.482836,11.040985648606005
7,73,7187304,119,210,10.020252000000001,11.804443033642661
7,73,7185372,127,218,10.827822,11.730356963075238
7,73,7184360,165,286,13.732094000000002,11.974083728599046
7,73,7182308,199,341,16.527858000000002,11.980568601398055
7,79,7182676,26,40,2.277496,11.28873991611598
7,79,7181336,49,78,4.648548,10.432212970434257
7,79,7178344,68,115,6.494074,10.374852577922008
7,79,7179224,84,145,7.353734,11.164956921874543
7,79,7182152,96,169,8.266122,11.542415370649802
7,79,7174220,117,198,9.879804,11.75683252844249
7,79,7178752,119,210,10.142394,11.666918306081111
7,79,7179020,127,218,10.865454000000001,11.539223364837532
7,79,7173180,165,286,13.642788000000001,12.047752911540288
7,79,7176592,199,341,16.31876,12.153569821037157
7,85,7178156,26,40,2.9797079999999996,8.578140259191807
7,85,7176332,49,78,4.8328560000000005,9.861456597515717
7,85,7176992,68,115,6.493482,10.365079437663955
7,85,7177904,84,145,7.268020000000001,11.492051331162614
7,85,7179320,96,169,8.085778,11.787877150673628
7,85,7183512,117,198,9.976678,11.779713320036688
7,85,7178968,119,210,10.245422000000001,11.58446241280015
7,85,7175680,127,218,10.87453,11.54537057912306
7,85,7180188,165,286,13.864177999999999,11.863931491188334
7,85,7178168,199,341,16.18254,12.24397630206074
7,91,7178828,26,40,2.9600479999999996,8.544929898709716
7,91,7176792,49,78,4.7305340000000005,10.237831084144524
7,91,7180908,68,115,6.369978000000001,10.54129552522005
7,91,7175020,84,145,7.343778,11.280573375429567
7,91,7176640,96,169,8.13527,11.588072975889567
7,91,7176340,117,198,9.939318,11.736700662973119
7,91,7178700,119,210,10.127939999999999,11.669034794316103
7,91,7175352,127,218,10.669723999999999,11.674714865772954
7,91,7172484,165,286,13.875511999999999,11.799131583915424
7,91,7176288,199,341,16.66602,11.949296552718014
7,97,7175492,26,40,3.070194,8.166470357283078
7,97,7173212,49,78,4.622366,10.489787442654045
7,97,7176292,68,115,6.285624,10.877737430614431
7,97,7176872,84,145,7.521296,10.972116455954136
7,97,7173416,96,169,8.384566000000001,11.371766746111092
7,97,7169784,117,198,9.962002,11.709226870774168
7,97,7171436,119,210,9.084042000000002,13.02272849143181
7,97,7170672,127,218,10.967598,11.505968154741682
7,97,7173152,165,286,14.387852000000002,11.3767446927486
7,97,7170348,199,341,16.518966,11.998483005867199
13,1,7172156,26,40,3.2603519999999997,7.36840315367655
13,1,7171584,49,78,5.656324,8.025169552179161
13,1,7171240,68,115,7.6684280000000005,8.208723700396071
13,1,7169652,84,145,8.171508000000001,10.123689795682246
13,1,7174380,96,169,9.062058,10.598073579333757
13,1,7171960,117,198,10.544658,10.877548553843866
13,1,7171576,119,210,11.160241999999998,10.600306963510892
13,1,7171120,127,218,11.451135999999998,10.988155287725279
13,1,7172032,165,286,14.131872,11.399192108166588
13,1,7171144,199,341,17.471356000000004,10.883422141693407
13,7,7169052,26,40,2.843264,8.618003672595412
13,7,7163440,49,78,5.5224340000000005,8.566298782012172
13,7,7161128,68,115,6.641433999999999,9.876758389797889
13,7,7167584,84,145,7.804422,10.714600045664604
13,7,7166844,96,169,8.807420000000002,10.52716996773861
13,7,7169920,117,198,10.717502,10.718192161612016
13,7,7163592,119,210,11.524498,10.18766710128339
13,7,7167012,127,218,11.564245999999999,10.711948123806504
13,7,7159956,165,286,15.208782,10.816501654924753
13,7,7160364,199,341,16.823211999999998,11.774820463572905
13,13,7160512,26,40,3.5642340000000003,7.220176505545651
13,13,7164952,49,78,5.531412,7.986009814643083
13,13,7163672,68,115,7.007256,9.655195915284175
13,13,7162404,84,145,8.1314,9.770861662046833
13,13,7162484,96,169,8.87122,10.235916551690313
13,13,7159388,117,198,11.108322000000001,10.511732710895005
13,13,7159328,119,210,11.071615999999999,10.559231075018456
13,13,7156656,127,218,12.316518,9.98246387645011
13,13,7156108,165,286,14.309888,11.53479944129626
13,13,7153236,199,341,17.393648,11.344370626859137
13,19,7159772,26,40,2.87,8.452453324577458
13,19,7158180,49,78,5.840242,7.444104648919313
13,19,7159556,68,115,6.557974,10.280972942898266
13,19,7159612,84,145,8.001126000000001,10.24493942679564
13,19,7161296,96,169,8.920740000000002,10.682179565213035
13,19,7158620,117,198,10.656638,10.786213559653293
13,19,7155564,119,210,11.177290000000001,10.523979196127176
13,19,7157288,127,218,12.045744,10.37243578277996
13,19,7153108,165,286,14.965954000000002,10.858935192558537
13,19,7153164,199,341,16.57139,11.966110052133757
13,25,7157768,26,40,3.411718,6.981121436607389
13,25,7156784,49,78,5.217744000000001,9.170156940685928
13,25,7158564,68,115,7.015978000000001,9.561708171042085
13,25,7154260,84,145,8.597484,9.07201886979925
13,25,7149116,96,169,9.019706000000001,10.560417136476893
13,25,7151416,117,198,10.695553999999998,10.64660373340904
13,25,7146424,119,210,11.25537,10.364111260040778
13,25,7126908,127,218,11.198414000000001,11.302140020165865
13,25,7129016,165,286,15.019243999999999,10.907288051561725
13,25,7131912,199,341,17.436957999999997,11.055383582922044
13,31,7195936,26,40,3.084988,7.519210135895263
13,31,7192640,49,78,5.458586000000001,8.517176886120131
13,31,7185944,68,115,6.941736,9.29716190460565
13,31,7183192,84,145,8.24625,9.922603691208574
13,31,7183584,96,169,8.866622000000001,10.753374711423106
13,31,7185136,117,198,11.186918,10.28548823102789
13,31,7185060,119,210,11.081582000000003,10.606760160652307
13,31,7186852,127,218,11.877308000000001,10.43701507943226
13,31,7179600,165,286,14.487786,11.07618941492211
13,31,7184772,199,341,17.6608,11.257827442962698
13,37,7182404,26,40,2.58892,9.548432588065928
13,37,7180304,49,78,5.445104000000001,8.89957645281045
13,37,7182928,68,115,7.010654,9.618526413463675
13,37,7189136,84,145,8.208776000000002,9.027753894830967
13,37,7180532,96,169,9.291694000000001,9.98048607046431
13,37,7179736,117,198,11.005364000000002,10.558042159976898
13,37,7175388,119,210,10.766714,11.008620952828522
13,37,7180116,127,218,11.826984,10.423454907477476
13,37,7179384,165,286,15.256459999999999,10.741313369680201
13,37,7182344,199,341,17.668962,11.120654632143834
13,43,7166120,26,40,3.524822,7.070520281515485
13,43,7166908,49,78,5.068308,9.392029042453888
13,43,7163960,68,115,6.272172,10.472091107192632
13,43,7163980,84,145,8.51511,9.69535800109419
13,43,7160356,96,169,9.380288,9.612178630324621
13,43,7159728,117,198,11.16439,10.441767068273093
13,43,7160764,119,210,11.237506000000002,9.781261404622015
13,43,7158940,127,218,12.515856,10.036740793661204
13,43,7155124,165,286,15.274848000000002,10.713750026784375
13,43,7154936,199,341,16.943991999999998,11.685062321311028
13,49,7157384,26,40,2.739982,8.990691176673998
13,49,7157248,49,78,5.542388000000001,8.504773955257946
13,49,7155588,68,115,7.013349999999998,9.614161093752209
13,49,7157760,84,145,7.968672000000001,10.186324858876958
13,49,7155888,96,169,9.71479,9.629533780103579
13,49,7155552,117,198,11.30067,10.313176802227646
13,49,7152208,119,210,11.256286,10.463608186234639
13,49,7154224,127,218,12.002135999999998,10.386908242706879
13,49,7147800,165,286,15.303676,10.643307294858314
13,49,7147508,199,341,16.919057999999996,11.716834146740688
13,55,7148664,26,40,2.55742,9.542054771394389
13,55,7147852,49,78,4.740277999999999,9.689309330211662
13,55,7143552,68,115,6.978179999999999,9.693817910183926
13,55,7148792,84,145,8.087028,10.254319326828352
13,55,7145048,96,169,8.82125,10.691506600334778
13,55,7142048,117,198,10.61747,10.92864528699837
13,55,7138512,119,210,11.474484,9.79033060876934
13,55,7137856,127,218,11.837815999999998,10.794739307045736
13,55,7137904,165,286,15.217844,10.777530221174517
13,55,7136652,199,341,17.261097999999997,10.932906565402678
13,61,7133840,26,40,2.7179219999999997,9.17211113776511
13,61,7133160,49,78,4.805565999999999,9.971570848010876
13,61,7132468,68,115,6.54757,9.773990835446241
13,61,7133808,84,145,8.258344,9.943664406061373
13,61,7135168,96,169,9.218184,9.498433253223283
13,61,7132824,117,198,11.06048,10.310950052700411
13,61,7133168,119,210,11.34789,9.883129912496928
13,61,7127668,127,218,12.273138,10.364444894205134
13,61,7131076,165,286,14.262718000000001,11.538590641573613
13,61,7127924,199,341,17.661872,11.25439571812659
13,67,7135192,26,40,3.653754,6.712275719633406
13,67,7135808,49,78,5.605452000000001,8.228130803770835
13,67,7134388,68,115,7.3163160000000005,8.886960476550186
13,67,7132068,84,145,8.301244,9.461792942178308
13,67,7131872,96,169,9.262920000000001,10.392557196954115
13,67,7128116,117,198,10.982228000000001,10.46193465314663
13,67,7129924,119,210,11.152592,10.676839870729488
13,67,7131612,127,218,12.042446,10.404889478772388
13,67,7130416,165,286,14.538008000000001,10.988125499044033
13,67,7126756,199,341,17.446605999999996,11.332716013526365
13,73,7122404,26,40,3.032530000000001,8.157656117143942
13,73,7123956,49,78,5.176796,9.353858371130558
13,73,7125452,68,115,7.1412960000000005,9.344150561748346
13,73,7123964,84,145,8.06818,10.31155630846284
13,73,7125004,96,169,9.03493,10.49456742158317
13,73,7122652,117,198,11.043604,10.314376919069169
13,73,9044736,26,40,3.140478,9.322672021227007
13,73,9041076,49,78,4.211346000000001,11.263565125243947
13,73,9038504,68,115,6.261857999999999,10.542602968672965
13,73,9031752,84,145,7.175820000000001,11.366511820495715
13,73,9039384,96,169,7.878598,11.990497530706914
13,73,9039480,117,198,9.720975999999999,12.03000715631195
13,73,9039992,119,210,9.641988000000001,12.113932039823279
13,73,9034452,127,218,11.077988,11.353000544407664
13,73,9040620,165,286,13.426286,12.126040267272625
13,73,9016656,270,470,20.240569999999995,13.247151617084704
13,79,9025204,26,40,2.8906719999999995,8.71158942949141
13,79,9021340,49,78,5.778964,7.896602849223233
13,79,9023408,68,115,6.674982000000001,10.066125563073898
13,79,9020988,84,145,7.7645420000000005,10.827337480375451
13,79,9019948,96,169,8.270128000000001,11.291115538692067
13,79,9011560,117,198,10.632592,10.845735632876485
13,79,9020884,119,210,9.776247999999999,12.033329288516764
13,79,9020140,127,218,12.691225999999999,9.804322702719812
13,79,9013156,165,286,13.878020000000001,11.72565381179686
13,79,9014948,270,470,21.513295999999993,12.410358144550337
13,85,9012100,26,40,2.887758,8.397281864454952
13,85,9008468,49,78,5.4065460000000005,9.023974305614386
13,85,9005820,68,115,6.696435999999999,9.74280429428427
13,85,9007044,84,145,7.816626,10.650910082227563
13,85,9002400,96,169,8.755934,11.04001545602164
13,85,8996764,117,198,9.604980000000001,12.299166179605669
13,85,8996772,119,210,11.137941999999999,10.273499551073968
13,85,9000064,127,218,10.960366000000002,11.557211381396167
13,85,8994600,165,286,13.986788,11.793750884531317
13,85,8995568,270,470,22.079815999999997,12.157009123610218
13,91,8987464,26,40,3.2184700000000004,7.595010662226506
13,91,8991104,49,78,5.353794,8.773736089599542
13,91,8988804,68,115,7.056756,9.410839903621927
13,91,8992532,84,145,8.285654,9.694138393058074
13,91,8991284,96,169,8.538176,11.332140310783949
13,91,8989108,117,198,11.201233999999998,10.303486100861443
13,91,8972548,119,210,10.741439999999999,10.833654246200709
13,91,8974768,127,218,12.593793999999999,9.987959396978919
13,91,8977628,165,286,14.231058,11.55594090922143
13,91,8975936,270,470,21.788291999999995,12.428055368367561
13,97,8973868,26,40,2.9197900000000003,8.581254579419511
13,97,8971844,49,78,4.696791999999999,10.403176153372538
13,97,8971128,68,115,7.060665999999999,8.943002823621626
13,97,8972660,84,145,7.7740219999999995,10.784730362482492
13,97,8971760,96,169,8.191574000000001,11.685783878730776
13,97,8973208,117,198,10.97236,10.537749460953584
13,97,8963008,119,210,10.757308,10.945044837893768
13,97,8971864,127,218,11.426784,11.067894999664478
13,97,9021512,165,286,14.449690000000002,11.313124664463007
13,97,9020420,270,470,23.075186000000002,11.539615500011541
19,1,9009584,26,40,4.596214,5.307194718933008
19,1,9009808,49,78,5.642162,8.419663522752852
19,1,9007000,68,115,7.5539879999999995,9.042036160166374
19,1,9008388,84,145,8.686444,9.060032421973167
19,1,9008092,96,169,10.451092000000001,9.047581798150336
19,1,9008504,117,198,11.126904,10.481100425962671
19,1,8997432,119,210,10.747189999999998,11.04289468604772
